,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
5660,A-2848733,Bing,,2,2016-10-18 15:52:10,2016-10-18 21:52:10,37.761364,-122.406105,37.761346,-122.406112,0.001,At Vermont St - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-10-18 15:56:00,68.0,,56.0,30.14,10.0,West,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
5661,A-2848758,Bing,,2,2016-10-18 17:03:45,2016-10-18 23:03:45,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-10-18 16:53:00,69.1,,63.0,30.12,10.0,West,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,360
5663,A-2848861,Bing,,2,2016-10-19 09:10:53,2016-10-19 15:10:53,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident. Left lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-10-19 08:56:00,60.1,,72.0,30.21,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,360
5664,A-2848878,Bing,,2,2016-10-19 11:21:16,2016-10-19 17:21:16,37.76778,-122.39599,37.7745,-122.39616,0.4639999999999999,At 6th St - Accident. Left lane blocked.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2016-10-19 10:53:00,64.9,,50.0,30.21,10.0,West,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,360
5665,A-2848949,Bing,,2,2016-10-19 16:54:09,2016-10-19 22:54:09,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-10-19 16:53:00,70.0,,57.0,30.12,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
5667,A-2849007,Bing,,2,2016-10-20 03:38:05,2016-10-20 09:38:05,37.73137,-122.42359,37.73195,-122.415529,0.442,Between Alemany Blvd and US-101 (San Francisco) - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-10-20 03:56:00,57.0,,62.0,30.13,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3,360
5668,A-2849112,Bing,,2,2016-10-20 13:16:57,2016-10-20 19:16:57,37.76778,-122.39599,37.77435,-122.40048,0.516,At 5th St - Accident.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2016-10-20 12:53:00,72.0,,53.0,30.11,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,360
5669,A-2849337,Bing,,2,2016-08-02 15:59:26,2016-08-02 21:59:26,37.761826,-122.405864,37.761801,-122.405878,0.002,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-08-02 15:53:00,69.1,,63.0,29.98,10.0,WNW,19.6,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
5671,A-2849562,Bing,,2,2016-08-04 16:14:36,2016-08-04 22:14:36,37.7889,-122.38756,37.80811,-122.36719,1.732,Between Bay Brg and Treasure Island Rd - Accident.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-08-04 15:53:00,64.0,,70.0,29.94,10.0,West,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
5672,A-2849597,Bing,,2,2016-08-04 17:51:48,2016-08-04 23:51:48,37.80771,-122.36764,37.80856,-122.3667,0.078,Between Treasure Island Rd and Bay Brg - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-08-04 17:53:00,62.1,,78.0,29.92,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,360
5673,A-2849669,Bing,,2,2016-08-05 09:30:12,2016-08-05 15:30:12,37.72135,-122.44822,37.71974,-122.4484,0.1119999999999999,At Geneva Ave - Accident.,,Geneva Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-08-05 09:56:00,61.0,,72.0,29.93,10.0,South,9.2,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9,360
5679,A-2850213,Bing,,2,2016-08-09 16:31:53,2016-08-09 22:31:53,37.80771,-122.36764,37.80856,-122.3667,0.078,Between Treasure Island Rd and Bay Brg - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-08-09 16:53:00,68.0,,65.0,29.82,10.0,WNW,17.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
5685,A-2850495,Bing,,2,2016-08-11 05:38:36,2016-08-11 11:38:36,37.78939,-122.38702,37.7889,-122.38756,0.045,At Bay Brg - Accident.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-08-11 05:53:00,59.0,,90.0,29.96,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,5,360
5690,A-2850721,Bing,,2,2016-08-12 14:09:44,2016-08-12 20:09:44,37.76083,-122.39235,37.76633,-122.39417,0.3929999999999999,Between Mariposa St and 5th St - Accident.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-08-12 13:53:00,69.1,,63.0,30.04,10.0,WNW,16.1,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,360
5695,A-2851251,Bing,,2,2016-08-17 12:13:20,2016-08-17 18:13:20,37.72362,-122.40134,37.72175,-122.40058,0.136,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-08-17 11:56:00,66.0,,65.0,29.87,10.0,NW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,360
5697,A-2851322,Bing,,2,2016-08-17 17:14:22,2016-08-17 23:14:22,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-08-17 16:56:00,66.9,,63.0,29.8,10.0,WNW,18.4,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,360
5700,A-2852016,Bing,,2,2016-08-23 07:49:15,2016-08-23 13:49:15,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident. Left lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-08-23 07:56:00,59.0,,78.0,30.06,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,360
5702,A-2852270,Bing,,3,2016-08-24 16:46:05,2016-08-24 22:46:05,37.80771,-122.36764,37.80771,-122.36764,0.0,At Bay Brg - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-08-24 16:53:00,66.9,,68.0,30.01,10.0,WNW,20.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
5706,A-2852409,Bing,,2,2016-08-25 13:46:15,2016-08-25 19:46:15,37.76213,-122.40557,37.763269,-122.404901,0.087,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-08-25 13:42:00,66.0,,70.0,29.94,10.0,WNW,10.4,,Scattered Clouds,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,360
5717,A-2853025,Bing,,2,2016-08-30 13:05:36,2016-08-30 19:05:36,37.726040000000005,-122.44624,37.72542,-122.4467,0.05,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-08-30 12:56:00,71.1,,55.0,30.0,10.0,West,23.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,360
5722,A-2853537,Bing,,2,2016-09-01 16:19:50,2016-09-01 22:19:50,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-09-01 15:53:00,64.9,,73.0,29.96,10.0,West,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
5723,A-2853565,Bing,,2,2016-09-01 17:53:51,2016-09-01 23:53:51,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-09-01 17:53:00,64.0,,75.0,29.94,10.0,West,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,360
5724,A-2853750,Bing,,2,2016-09-02 17:20:54,2016-09-02 23:20:54,37.80771,-122.36764,37.80856,-122.3667,0.078,Between Treasure Island Rd and Bay Brg - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-09-02 16:53:00,69.1,,63.0,29.87,10.0,West,19.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,360
5727,A-2854123,Bing,,2,2016-09-06 14:46:05,2016-09-06 20:46:05,37.76197,-122.40578,37.76287,-122.40524,0.069,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-09-06 14:53:00,81.0,,39.0,29.86,10.0,NW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,360
5729,A-2854307,Bing,,2,2016-09-07 07:35:53,2016-09-07 13:35:53,37.72362,-122.40134,37.72175,-122.40058,0.136,At Paul Ave - Accident. Left lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-09-07 07:56:00,64.9,,75.0,29.9,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,360
5736,A-2854546,Bing,,2,2016-09-07 19:38:44,2016-09-08 01:38:44,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-09-07 19:53:00,70.0,,68.0,29.93,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,19,360
5749,A-2855940,Bing,,2,2016-06-24 14:59:51,2016-06-24 20:59:51,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-06-24 14:53:00,75.0,,44.0,30.05,10.0,West,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,360
5750,A-2856122,Bing,,2,2016-06-27 06:21:33,2016-06-27 12:21:33,37.721089,-122.44802,37.72371,-122.447416,0.184,At Ocean Ave - Accident.,,Geneva Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-06-27 05:56:00,52.0,,89.0,30.03,10.0,WNW,13.8,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,6,360
5752,A-2856227,Bing,,2,2016-06-27 16:14:45,2016-06-27 22:14:45,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-06-27 15:53:00,72.0,,49.0,29.97,10.0,WNW,17.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,360
5760,A-2857760,Bing,,2,2016-07-08 19:30:45,2016-07-09 01:30:45,37.71403,-122.45152,37.71189,-122.45409,0.204,At Sickles Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-07-08 19:56:00,61.0,,83.0,30.03,9.0,West,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,19,360
5765,A-2858662,Bing,,2,2016-07-21 12:48:06,2016-07-21 18:48:06,37.761226,-122.406158,37.761641,-122.40597,0.03,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-07-21 12:53:00,71.1,,55.0,30.11,10.0,West,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,360
5767,A-2858924,Bing,,2,2016-07-22 15:34:30,2016-07-22 21:34:30,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-07-22 15:56:00,69.1,,54.0,30.08,10.0,WNW,26.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
5768,A-2859238,Bing,,3,2016-07-25 19:12:28,2016-07-26 01:12:28,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-07-25 18:53:00,69.1,,65.0,29.89,10.0,NW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,19,360
5772,A-2859535,Bing,,2,2016-07-27 11:04:56,2016-07-27 17:04:56,37.757251,-122.403912,37.757243,-122.403904,0.001,At Army St/Potrero Ave - Accident. Right lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-07-27 10:56:00,71.1,,53.0,29.91,10.0,WNW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,360
5773,A-2859574,Bing,,2,2016-07-27 14:42:49,2016-07-27 20:42:49,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-07-27 14:56:00,70.0,,51.0,29.88,10.0,WNW,19.6,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,360
5779,A-2859972,Bing,,2,2016-07-29 12:59:53,2016-07-29 18:59:53,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-07-29 12:53:00,71.1,,61.0,29.85,10.0,WNW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,360
5780,A-2867753,Bing,,2,2017-01-30 15:49:45,2017-01-30 21:49:45,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-01-30 15:53:00,57.9,,72.0,30.17,10.0,West,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
5784,A-2868378,Bing,,2,2017-02-01 18:36:19,2017-02-02 00:36:19,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-02-01 18:53:00,55.0,,74.0,29.92,10.0,NNE,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
5786,A-2868737,Bing,,2,2017-02-02 18:48:58,2017-02-03 00:48:58,37.763877,-122.40493899999998,37.764429,-122.404871,0.038,At I-80 - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-02-02 18:53:00,59.0,,90.0,29.96,10.0,SE,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
5787,A-2868742,Bing,,2,2017-02-02 19:07:49,2017-02-03 01:07:49,37.76967,-122.41598,37.76969,-122.41621,0.013,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2017-02-02 18:56:00,57.9,,84.0,29.94,10.0,SE,10.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,360
5791,A-2869018,Bing,,2,2017-02-03 19:44:34,2017-02-04 01:44:34,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-02-03 19:53:00,57.0,,89.0,30.01,10.0,South,8.1,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,360
5792,A-2869252,Bing,,2,2017-02-06 14:19:34,2017-02-06 20:19:34,37.73137,-122.42359,37.731753000000005,-122.42068799999998,0.161,At Alemany Blvd - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-02-06 13:56:00,59.0,,83.0,29.88,3.0,SSW,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,360
5793,A-2869298,Bing,,3,2017-02-06 18:41:43,2017-02-07 00:41:43,37.72362,-122.40134,37.72175,-122.40058,0.136,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2017-02-06 18:56:00,55.9,,84.0,29.87,9.0,SSE,13.8,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18,360
5794,A-2869328,Bing,,2,2017-02-07 05:31:50,2017-02-07 11:31:50,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-02-07 05:29:00,61.0,,87.0,29.72,2.5,South,36.8,0.15,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5,360
5798,A-2869759,Bing,,2,2017-02-08 12:13:44,2017-02-08 18:13:44,37.76083,-122.39235,37.76466,-122.39296000000002,0.267,At Mariposa St - Accident. Left lane blocked.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-02-08 11:53:00,62.1,,96.0,30.1,6.0,SSE,16.1,0.03,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,360
5799,A-2869764,Bing,,2,2017-02-08 12:23:44,2017-02-08 18:33:45,37.76083,-122.39235,37.76466,-122.39296000000002,0.267,At Mariposa St - Accident. Left lane blocked.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-02-08 12:53:00,63.0,,87.0,30.09,7.0,South,13.8,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,370
5800,A-2869765,Bing,,2,2017-02-08 12:33:44,2017-02-08 18:37:45,37.76083,-122.39235,37.76466,-122.39296000000002,0.267,At Mariposa St - Accident.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-02-08 12:53:00,63.0,,87.0,30.09,7.0,South,13.8,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12,364
5804,A-2870009,Bing,,2,2017-02-09 11:59:19,2017-02-09 17:59:19,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident. Left lane blocked.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2017-02-09 11:56:00,61.0,,83.0,29.92,4.0,South,26.5,0.15,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,360
5806,A-2870055,Bing,,2,2017-02-09 14:21:27,2017-02-09 20:21:27,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-02-09 14:32:00,60.1,,93.0,29.9,2.0,SSE,12.7,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,360
5807,A-2870060,Bing,,2,2017-02-09 15:04:08,2017-02-09 21:04:08,37.76083,-122.39235,37.76466,-122.39296000000002,0.267,At Mariposa St - Accident.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2017-02-09 14:53:00,61.0,,90.0,29.89,5.0,SSE,12.7,0.02,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,360
5817,A-2890755,Bing,,2,2017-02-15 05:45:10,2017-02-15 11:45:10,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2017-02-15 05:53:00,53.1,,89.0,30.06,10.0,NNW,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,5,360
5818,A-2890913,Bing,,2,2017-02-15 17:12:09,2017-02-15 23:12:09,37.72135,-122.44822,37.71974,-122.4484,0.1119999999999999,At Geneva Ave - Accident.,,Geneva Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-02-15 16:56:00,60.1,,72.0,29.98,10.0,North,3.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,17,360
5819,A-2890922,Bing,,3,2017-02-15 17:19:17,2017-02-15 23:26:26,37.72135,-122.44822,37.71974,-122.4484,0.1119999999999999,At Geneva Ave - Accident.,,Geneva Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-02-15 16:56:00,60.1,,72.0,29.98,10.0,North,3.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,17,367
5829,A-2892035,Bing,,2,2017-02-21 19:55:44,2017-02-22 01:55:44,37.73137,-122.42359,37.73195,-122.415529,0.442,Between Alemany Blvd and US-101 (San Francisco) - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2017-02-21 19:56:00,52.0,,83.0,30.23,10.0,West,5.8,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,360
